1	39859.0	0.0	892.0	41332.0
2	420.0	0.0	890.0	1906.0
3	552.0	0.0	879.0	1973.0
4	816.0	0.0	843.0	2157.0
5	119276.0	0.0	883.0	120728.0
6	5512.0	0.0	920.0	6917.0
7	17626.0	0.0	893.0	19150.0
8	10992.0	0.0	858.0	12372.0
9	28074.0	0.0	866.0	29534.0
10	5211.0	0.0	892.0	6732.0
11	311.0	0.0	892.0	1887.0
12	115.0	0.0	864.0	1505.0
13	41.0	0.0	907.0	1486.0
14	37.0	0.0	903.0	1470.0
15	105.0	0.0	871.0	1510.0
16	35.0	0.0	858.0	1419.0
17	113.0	0.0	872.0	1556.0
18	550.0	0.0	897.0	2155.0
19	261.0	0.0	872.0	1737.0
20	150.0	0.0	904.0	1591.0
21	55.0	0.0	867.0	1454.0
22	120.0	0.0	885.0	1533.0
23	47.0	0.0	872.0	1437.0
24	42.0	0.0	939.0	1489.0
25	109.0	0.0	886.0	1505.0
26	41.0	0.0	908.0	1424.0
27	107.0	0.0	886.0	1466.0
28	42.0	0.0	850.0	1386.0
29	44.0	0.0	870.0	1444.0
30	113.0	0.0	883.0	1533.0
