1	1.0
2	0.4062743776984587
3	0.30216920734814856
4	0.2863219643383323
5	0.14625176167638604
6	0.12904928759148898
7	0.041527404355044296
8	0.027822603840949426
9	0.013582191580556732
10	0.018950136393183967
11	0.005285972919791361
12	0.004968898434666504
13	0.01759154591067173
14	0.01609065607474813
15	0.001496353857140817
16	0.002065047025417275
17	0.015663958817619658
18	0.000781539973899115
19	0.0007613592383117346
20	0.00017536528601835434
21	0.00010716873445021533
22	0.0006824484316825385
23	0.0007160774963182171
24	0.00010160188344916081
25	9.168743992737843e-05
26	3.6972109018509577e-06
27	6.396743193940384e-07
28	3.0626671577338127e-06
29	6.299400955236888e-07
