1	1.0
2	0.4282994106032069
3	0.30216920734814856
4	0.23586402774700874
5	0.1733556559676398
6	0.1810213582299904
7	0.07212897221710021
8	0.027822603840949423
9	0.027653827896101796
10	0.007013379193638945
11	0.0634903367919329
12	0.003954462565352439
13	0.016978318288391542
14	0.004269106719356585
15	0.0008831262348606309
16	0.003039233098688067
17	0.0008178745536704093
18	0.0007470234819163592
19	0.00019470775089440887
20	0.0007433252621162494
21	0.0019672988149274616
22	0.000717353042743642
23	6.512521739658206e-05
24	5.9567594581383356e-05
25	4.766137782754249e-06
26	6.708261477054966e-06
27	2.812167854308095e-05
28	3.6871893224156464e-05
29	1.15296139470727e-05
