1	1.0
2	0.21569708314593047
3	0.06821337997183806
4	0.03451600910296425
5	0.01620461869337628
6	0.015125591434121606
7	0.009012147346143622
8	0.0034048817273077
9	0.008809800534596944
10	0.06202984168402951
11	0.002664747228483927
12	0.0014105613569280774
13	0.007532676459268743
14	0.0022185849179412083
15	0.0005080990445226534
16	0.0009968221413626066
17	0.0009200768000584345
18	0.0008657389070957253
19	0.001294930120163575
20	0.0002127197741504503
21	0.0002677770254211894
22	0.00015681569216342955
23	7.82437428573225e-06
24	0.00010530057259729573
25	2.1182818342397174e-05
26	2.0910342131298815e-05
27	2.2096706862592493e-05
28	1.1104882714940572e-07
29	2.2381886938512155e-09
