#normally
1	2.24787652573806
2	2.345950302851713
3	2.302790188753831
4	2.257876149303875
5	2.154563344559466
6	2.165931276254952
7	2.1420148595508564
8	2.1510978085664885
9	2.149770123658667
10	2.0186031232878467
11	2.041418015359563
12	2.3276791490309225
13	2.2451145202347025
14	1.8917360545182267
15	2.056111923118757
16	2.1739187778191185
17	0.6277824439247786
18	0.8185191995798495
19	1.3556884858467138
20	3.4230847587447593
21	2.6013114085529545
22	0.929614218768229
23	1.8926938588907083
24	
25	
26	0.5954571471470779
27	1.6586709149991439
28	0.9631312229957744
29	1.9214406134175432
30	2.1892267674791683


#anomaly
1	
2	
3	
4	
5	
6	
7	
8	
9	
10	
11	
12	
13	
14	
15	
16	
17	
18	
19	
20	
21	
22	
23	
24	4.7324337801436736
25	4.618271664866382
26	
27	
28	
29	
30	
