1	70361.0	10488.0	86502.0	6635.0	14777.0
2	1612.0	235.0	2449.0	104.0	998.0
3	1129.0	487.0	3146.0	121.0	531.0
4	1262.0	517.0	3320.0	25.0	758.0
5	1260.0	357.0	2640.0	15.0	714.0
6	40.0	615.0	3973.0	150.0	665.0
7	56.0	379.0	2591.0	81.0	467.0
8	70.0	306.0	2552.0	44.0	57.0
9	88.0	337.0	4006.0	144.0	719.0
10	88.0	545.0	3705.0	115.0	838.0
11	28.0	373.0	3155.0	86.0	707.0
12	164.0	389.0	3900.0	597.0	2275.0
13	60.0	561.0	4084.0	316.0	938.0
14	40.0	676.0	5304.0	219.0	1451.0
15	72.0	18923.0	29526.0	163.0	1925.0
16	130.0	16746.0	24631.0	348.0	2959.0
17	38.0	266.0	4488.0	107.0	1928.0
18	34.0	324.0	3765.0	68.0	876.0
19	16.0	473.0	4248.0	70.0	719.0
20	20.0	316.0	3812.0	42.0	1247.0
21	60.0	262.0	3570.0	39.0	681.0
22	10.0	64.0	1777.0	44.0	523.0
23	56.0	394.0	3604.0	93.0	544.0
24	30.0	662.0	4917.0	44.0	693.0
25	14.0	290.0	2180.0	81.0	632.0
26	59.0	444.0	3035.0	14.0	848.0
27	16.0	397.0	2969.0	26.0	849.0
28	20.0	142.0	1847.0	0.0	1058.0
29	24.0	405.0	3409.0	13.0	1328.0
30	42.0	298.0	3072.0	149.0	1441.0
