1	370866.0	0.0	886.0	378475.0
2	516101.0	0.0	844.0	517573.0
3	296990.0	0.0	897.0	298583.0
4	192518.0	0.0	870.0	193993.0
5	113765.0	0.0	888.0	115323.0
6	123197.0	0.0	920.0	124798.0
7	107584.0	0.0	897.0	109068.0
8	114098.0	0.0	913.0	115643.0
9	108276.0	0.0	881.0	109692.0
10	73982.0	0.0	899.0	75568.0
11	145283.0	0.0	896.0	152876.0
12	386258.0	0.0	871.0	387711.0
13	173503.0	0.0	861.0	174929.0
14	54710.0	0.0	896.0	56216.0
15	80320.0	0.0	863.0	81942.0
16	121968.0	0.0	874.0	123512.0
17	16019.0	0.0	891.0	17958.0
18	19137.0	0.0	961.0	21132.0
19	27192.0	0.0	895.0	28803.0
20	4869.0	0.0	902.0	6394.0
21	5791.0	0.0	905.0	7529.0
22	8503.0	0.0	847.0	10057.0
23	6757.0	0.0	899.0	8283.0
24	3716.0	0.0	858.0	5265.0
25	3912.0	0.0	891.0	5385.0
26	13510.0	0.0	871.0	15756.0
27	7324.0	0.0	903.0	9116.0
28	8687.0	0.0	893.0	10259.0
29	60558.0	0.0	888.0	62374.0
30	266723.0	0.0	934.0	274326.0
