1	75023.0	10488.0	6635.0	2056.0	14777.0	70361.0	9423.0
2	2053.0	235.0	104.0	226.0	998.0	1612.0	170.0
3	2985.0	487.0	121.0	0.0	531.0	1129.0	161.0
4	3120.0	517.0	25.0	54.0	758.0	1262.0	146.0
5	2548.0	357.0	15.0	0.0	714.0	1260.0	92.0
6	3905.0	615.0	150.0	0.0	665.0	40.0	68.0
7	2528.0	379.0	81.0	0.0	467.0	56.0	63.0
8	2187.0	306.0	44.0	224.0	57.0	70.0	141.0
9	3864.0	337.0	144.0	65.0	719.0	88.0	77.0
10	3528.0	545.0	115.0	0.0	838.0	88.0	177.0
11	2891.0	373.0	86.0	0.0	707.0	28.0	264.0
12	3736.0	389.0	597.0	0.0	2275.0	164.0	164.0
13	3807.0	561.0	316.0	51.0	938.0	60.0	226.0
14	4864.0	676.0	219.0	224.0	1451.0	40.0	216.0
15	29251.0	18923.0	163.0	0.0	1925.0	72.0	275.0
16	24387.0	16746.0	348.0	83.0	2959.0	130.0	161.0
17	4335.0	266.0	107.0	2.0	1928.0	38.0	151.0
18	3655.0	324.0	68.0	0.0	876.0	34.0	110.0
19	4173.0	473.0	70.0	0.0	719.0	16.0	75.0
20	3155.0	316.0	42.0	523.0	1247.0	20.0	134.0
21	3295.0	262.0	39.0	45.0	681.0	60.0	230.0
22	1550.0	64.0	44.0	131.0	523.0	10.0	96.0
23	3314.0	394.0	93.0	201.0	544.0	56.0	89.0
24	4860.0	662.0	44.0	0.0	693.0	30.0	57.0
25	2042.0	290.0	81.0	67.0	632.0	14.0	71.0
26	2975.0	444.0	14.0	0.0	848.0	59.0	60.0
27	2847.0	397.0	26.0	49.0	849.0	16.0	73.0
28	1653.0	142.0	0.0	114.0	1058.0	20.0	80.0
29	3132.0	405.0	13.0	0.0	1328.0	24.0	277.0
30	2904.0	298.0	149.0	0.0	1441.0	42.0	168.0
