1	168.0	161.0	1618.0	0.0	1633.0	22.0	5518.0	0.0	0.0	179.0	30.0	15.0	0.0	111.0
2	488.0	469.0	1907.0	0.0	309.0	10.0	4896.0	6.0	0.0	227.0	2.0	0.0	0.0	105.0
3	428.0	400.0	1665.0	0.0	340.0	2.0	4568.0	0.0	0.0	80.0	0.0	0.0	0.0	69.0
4	193.0	176.0	1274.0	0.0	996.0	12.0	3675.0	0.0	0.0	57.0	0.0	0.0	0.0	100.0
5	184.0	176.0	1464.0	0.0	1231.0	12.0	3775.0	6.0	0.0	252.0	0.0	0.0	0.0	90.0
6	222.0	206.0	2271.0	0.0	2416.0	8.0	3482.0	0.0	0.0	28.0	11.0	1.0	0.0	97.0
7	285.0	270.0	2393.0	0.0	2545.0	6.0	3188.0	0.0	0.0	97.0	60.0	36.0	0.0	77.0
8	64.0	57.0	833.0	0.0	1176.0	16.0	4238.0	6.0	0.0	190.0	0.0	0.0	0.0	67.0
9	142.0	136.0	1417.0	0.0	1796.0	10.0	4246.0	0.0	0.0	145.0	13.0	1.0	0.0	80.0
10	76.0	72.0	1709.0	0.0	2306.0	8.0	4184.0	3.0	0.0	109.0	1.0	0.0	0.0	260.0
11	168.0	161.0	2060.0	0.0	1946.0	16.0	4144.0	0.0	0.0	156.0	13.0	2.0	0.0	116.0
12	150.0	129.0	1503.0	0.0	1769.0	8.0	3646.0	0.0	0.0	130.0	60.0	35.0	0.0	111.0
13	205.0	202.0	1898.0	0.0	2359.0	10.0	3258.0	3.0	0.0	56.0	12.0	1.0	0.0	63.0
14	151.0	146.0	1814.0	0.0	2533.0	12.0	2868.0	0.0	0.0	14.0	1.0	0.0	0.0	118.0
15	248.0	233.0	1857.0	0.0	1787.0	8.0	2788.0	3.0	0.0	52.0	7.0	1.0	0.0	363.0
16	267.0	266.0	2263.0	0.0	2685.0	12.0	2652.0	3.0	0.0	73.0	169.0	188.0	0.0	170.0
17	284.0	277.0	1990.0	0.0	1837.0	6.0	2872.0	0.0	0.0	14.0	109.0	109.0	0.0	310.0
18	304.0	291.0	1913.0	0.0	1636.0	14.0	2862.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0
19	201.0	177.0	2376.0	0.0	3026.0	12.0	2436.0	0.0	0.0	102.0	33.0	3.0	0.0	142.0
20	54.0	56.0	1120.0	0.0	1755.0	8.0	2322.0	0.0	0.0	112.0	14.0	4.0	0.0	59.0
21	110.0	96.0	1699.0	0.0	2456.0	16.0	2178.0	6.0	0.0	288.0	5.0	1.0	0.0	110.0
22	214.0	208.0	1855.0	0.0	2215.0	16.0	2231.0	6.0	0.0	463.0	33.0	432.0	0.0	115.0
23	168.0	165.0	1104.0	0.0	862.0	14.0	1701.0	6.0	0.0	330.0	0.0	0.0	0.0	109.0
24	310.0	301.0	1742.0	0.0	1263.0	12.0	2034.0	12.0	0.0	229.0	0.0	0.0	0.0	89.0
25	408.0	400.0	1793.0	0.0	745.0	8.0	2217.0	0.0	0.0	145.0	0.0	0.0	0.0	205.0
26	274.0	269.0	2124.0	0.0	2031.0	6.0	2067.0	0.0	0.0	90.0	0.0	0.0	0.0	344.0
27	314.0	304.0	1458.0	0.0	997.0	8.0	2346.0	0.0	0.0	116.0	0.0	0.0	0.0	70.0
28	180.0	166.0	1691.0	0.0	896.0	16.0	2158.0	0.0	0.0	82.0	0.0	0.0	0.0	434.0
29	216.0	204.0	1210.0	0.0	954.0	4.0	2124.0	6.0	0.0	72.0	0.0	0.0	0.0	93.0
