#normally
1	nil
2	nil
3	nil
4	nil
5	nil
6	2.96646267852108
7	3.03267422162963
8	1.35042628054141
9	2.39888543404118
10	2.5287406552001
11	2.06354908799287
12	3.54174166002393
13	2.10798902082822
14	1.75455449060877
15	nil
16	nil
17	1.71366942270576
18	1.81317672811563
19	2.62819535487938
20	1.32882431670683
21	2.62379405900254
22	2.66473644925747
23	2.84327065059672
24	3.06144519647562
25	1.83633388106354
26	2.42434495600549
27	2.00678256760361
28	2.30660675021667
29	1.51970272200687
30	1.6091231067736


#anomaly
1	17.7294839877598
2	16.8990900332802
3	7.44961409489797
4	8.29689648036058
5	10.9296294045643
6	nil
7	nil
8	nil
9	nil
10	nil
11	nil
12	nil
13	nil
14	nil
15	15.1470958909608
16	15.7980372658295
17	nil
18	nil
19	nil
20	nil
21	nil
22	nil
23	nil
24	nil
25	nil
26	nil
27	nil
28	nil
29	nil
30	nil


#threshold
6.12085864049377
